image_name,u_floorplan,v_floorplan,heading_deg,source,source_image_path
frame_000411.jpg,1869.245411,2227.830632,,existing,
frame_000412.jpg,1870.168790,2211.336301,,existing,
frame_000413.jpg,1870.248578,2194.557433,,existing,
frame_000414.jpg,1869.916000,2177.529934,,existing,
frame_000415.jpg,1864.092333,2160.698781,,existing,
frame_000416.jpg,1854.561387,2146.185275,,existing,
frame_000417.jpg,1845.473264,2134.238535,,existing,
frame_000418.jpg,1835.688590,2119.538515,,existing,
frame_000419.jpg,1827.529668,2107.678171,,existing,
frame_000420.jpg,1816.084581,2094.750721,,existing,
frame_000421.jpg,1808.745736,2079.968307,,existing,
frame_000422.jpg,1803.107717,2062.943412,,existing,
frame_000423.jpg,1804.191146,2043.245302,,existing,
frame_000424.jpg,1804.922340,2026.924782,,existing,
frame_000425.jpg,1806.380055,2008.197795,,existing,
frame_000426.jpg,1809.280456,1992.688503,,existing,
frame_000427.jpg,1815.947196,1977.328755,,existing,
frame_000428.jpg,1823.718453,1961.502866,,existing,
frame_000429.jpg,1829.987373,1943.013931,,existing,
frame_000430.jpg,1837.065284,1925.368133,,existing,
frame_000431.jpg,1844.676506,1910.131493,,existing,
frame_000432.jpg,1856.058571,1890.349581,,existing,
frame_000433.jpg,1862.683397,1873.183887,,existing,
frame_000434.jpg,1869.403503,1856.176725,,existing,
frame_000435.jpg,1870.977025,1841.924811,,existing,
frame_000436.jpg,1871.715872,1821.844017,,existing,
frame_000437.jpg,1868.657586,1804.331589,,existing,
frame_000438.jpg,1861.272830,1789.043983,,existing,
frame_000439.jpg,1851.198289,1773.556818,,existing,
frame_000440.jpg,1843.023296,1758.696408,,existing,
frame_000441.jpg,1835.323838,1741.217156,,existing,
frame_000442.jpg,1826.139581,1728.102787,,existing,
frame_000443.jpg,1814.671069,1716.221248,,existing,
frame_000444.jpg,1805.955692,1701.249390,,existing,
frame_000445.jpg,1803.373510,1683.898887,,existing,
frame_000446.jpg,1803.738482,1662.332579,,existing,
frame_000447.jpg,1803.496454,1640.913276,,existing,
frame_000448.jpg,1803.151701,1621.379508,,existing,
frame_000449.jpg,1805.593649,1606.787735,,existing,
frame_000450.jpg,1811.739790,1588.327949,,existing,
frame_000451.jpg,1817.214991,1565.050936,,existing,
frame_000452.jpg,1821.282734,1546.327924,,existing,
frame_000453.jpg,1827.789421,1529.346388,,existing,
frame_000454.jpg,1836.813300,1511.844651,,existing,
frame_000455.jpg,1845.387812,1491.341973,,existing,
frame_000456.jpg,1851.801066,1470.455831,,existing,
frame_000457.jpg,1856.160071,1457.553731,,existing,
frame_000458.jpg,1862.604027,1438.047520,,existing,
frame_000459.jpg,1867.343784,1420.243657,,existing,
frame_000460.jpg,1867.753560,1399.687797,,existing,
frame_000461.jpg,1865.233848,1383.876400,,existing,
frame_000462.jpg,1862.748373,1364.377897,,existing,
frame_000463.jpg,1859.544127,1348.400499,,existing,
frame_000464.jpg,1852.138883,1331.886513,,existing,
